,ndays,dte,sort,sym,cls,vol,score_vol_sma20,bb_bbhi,bb_bbli,macd,obv,rsi14,cci20,score_ovlp_ema
13486,7.0,2021-02-01,140,LUV,44.8,5861200.0,0.79,0.0,0.0,-0.41,69810000.0,44.0,-110.0,-100.0
13485,8.0,2021-01-29,140,LUV,43.9,9850500.0,1.33,0.0,0.0,-0.46,63948800.0,39.0,-155.0,-100.0
13484,9.0,2021-01-28,140,LUV,44.6,12404600.0,1.73,0.0,0.0,-0.41,73799300.0,41.0,-123.0,-100.0
13483,10.0,2021-01-27,140,LUV,44.2,10428700.0,1.54,0.0,1.0,-0.36,61394700.0,39.0,-175.0,-91.0
13595,1.0,2021-02-09,141,LVS,54.5,1292186.0,0.15,0.0,0.0,0.5,-22665686.0,51.0,49.0,-93.0
13594,2.0,2021-02-08,141,LVS,55.3,8161700.0,0.93,0.0,0.0,0.47,-21373500.0,54.0,56.0,-87.0
13593,3.0,2021-02-05,141,LVS,55.6,13005600.0,1.49,0.0,0.0,0.31,-13211800.0,55.0,68.0,-100.0
13592,4.0,2021-02-04,141,LVS,53.0,6613300.0,0.79,0.0,0.0,0.02,-26217400.0,47.0,-11.0,-100.0
13591,5.0,2021-02-03,141,LVS,53.8,13358800.0,1.63,0.0,0.0,-0.15,-19604100.0,50.0,-13.0,-100.0
13590,6.0,2021-02-02,141,LVS,52.2,10098200.0,1.31,0.0,0.0,-0.48,-32962900.0,44.0,-69.0,-100.0
13589,7.0,2021-02-01,141,LVS,49.1,8370900.0,1.09,0.0,0.0,-0.78,-43061100.0,31.0,-133.0,-100.0
13588,8.0,2021-01-29,141,LVS,48.1,11100900.0,1.5,0.0,1.0,-0.85,-51432000.0,26.0,-173.0,-100.0
13587,9.0,2021-01-28,141,LVS,49.1,14898200.0,2.14,0.0,1.0,-0.79,-40331100.0,28.0,-176.0,-100.0
13586,10.0,2021-01-27,141,LVS,49.0,14922100.0,2.34,0.0,1.0,-0.7,-55229300.0,28.0,-193.0,-100.0
13698,1.0,2021-02-09,148,SPG,102.8,3508744.0,0.89,1.0,0.0,0.32,105220944.0,70.0,198.0,24.0
13697,2.0,2021-02-08,148,SPG,98.9,4453100.0,1.12,0.0,0.0,-0.03,101712200.0,64.0,105.0,26.0
13696,3.0,2021-02-05,148,SPG,96.8,2545300.0,0.65,0.0,0.0,-0.24,97259100.0,61.0,80.0,28.0
13695,4.0,2021-02-04,148,SPG,95.2,2794000.0,0.69,0.0,0.0,-0.36,94713800.0,58.0,47.0,31.0
13694,5.0,2021-02-03,148,SPG,93.4,2986900.0,0.69,0.0,0.0,-0.41,91919800.0,55.0,13.0,32.0
13693,6.0,2021-02-02,148,SPG,92.5,2987200.0,0.68,0.0,0.0,-0.3,88932900.0,53.0,17.0,32.0
13692,7.0,2021-02-01,148,SPG,92.9,3774100.0,0.85,0.0,0.0,-0.05,91920100.0,54.0,18.0,32.0
13691,8.0,2021-01-29,148,SPG,92.9,4510500.0,1.03,0.0,0.0,0.27,88146000.0,54.0,47.0,31.0
13690,9.0,2021-01-28,148,SPG,97.5,3124700.0,0.73,0.0,0.0,0.7,92656500.0,65.0,95.0,28.0
13689,10.0,2021-01-27,148,SPG,96.6,5775900.0,1.36,0.0,0.0,0.83,89531800.0,63.0,120.0,26.0
13801,1.0,2021-02-09,150,T,28.7,12709092.0,0.31,0.0,0.0,-0.01,-407686892.0,46.0,-73.0,-100.0
13800,2.0,2021-02-08,150,T,28.8,32049300.0,0.75,0.0,0.0,-0.01,-394977800.0,47.0,-39.0,-100.0
13799,3.0,2021-02-05,150,T,28.9,27561700.0,0.63,0.0,0.0,-0.02,-362928500.0,49.0,10.0,-100.0
13798,4.0,2021-02-04,150,T,28.9,31723400.0,0.71,0.0,0.0,-0.04,-390490200.0,49.0,-57.0,-100.0
13797,5.0,2021-02-03,150,T,28.5,40384300.0,0.88,0.0,0.0,-0.06,-422213600.0,43.0,-106.0,-100.0
13796,6.0,2021-02-02,150,T,28.5,42804400.0,0.91,0.0,0.0,-0.05,-381829300.0,43.0,-109.0,-100.0
13795,7.0,2021-02-01,150,T,28.6,42881200.0,0.89,0.0,0.0,-0.04,-339024900.0,45.0,-104.0,-100.0
13794,8.0,2021-01-29,150,T,28.6,50030900.0,1.04,0.0,0.0,-0.02,-381906100.0,44.0,-82.0,-100.0
13793,9.0,2021-01-28,150,T,28.8,52642500.0,1.11,0.0,0.0,0.01,-331875200.0,46.0,3.0,-81.0
13792,10.0,2021-01-27,150,T,29.1,73550700.0,1.58,0.0,0.0,0.03,-279232700.0,50.0,79.0,2.0
13904,1.0,2021-02-09,151,TGT,195.8,1399869.0,0.4,0.0,0.0,0.27,78437569.0,64.0,85.0,20.0
13903,2.0,2021-02-08,151,TGT,193.9,3073000.0,0.81,0.0,0.0,-0.17,77037700.0,62.0,49.0,20.0
13902,3.0,2021-02-05,151,TGT,188.9,2218600.0,0.58,0.0,0.0,-0.7,73964700.0,56.0,-9.0,22.0
13901,4.0,2021-02-04,151,TGT,188.6,2309500.0,0.59,0.0,0.0,-1.0,71746100.0,55.0,-36.0,20.0
13900,5.0,2021-02-03,151,TGT,185.1,2135400.0,0.52,0.0,0.0,-1.4,69436600.0,51.0,-64.0,7.0
13899,6.0,2021-02-02,151,TGT,185.6,2920500.0,0.69,0.0,0.0,-1.6,71572000.0,51.0,-38.0,4.0
13898,7.0,2021-02-01,151,TGT,183.6,2637300.0,0.62,0.0,0.0,-1.87,68651500.0,49.0,-75.0,-11.0
13897,8.0,2021-01-29,151,TGT,181.2,3591900.0,0.85,0.0,0.0,-1.98,66014200.0,45.0,-79.0,-17.0
13896,9.0,2021-01-28,151,TGT,183.6,3965200.0,0.95,0.0,0.0,-1.81,69606100.0,48.0,-63.0,-4.0
13895,10.0,2021-01-27,151,TGT,178.3,6985900.0,1.71,0.0,0.0,-1.7,65640900.0,41.0,-69.0,-4.0
14007,1.0,2021-02-09,153,UPS,164.9,1184371.0,0.32,0.0,0.0,1.01,-15698229.0,56.0,116.0,-90.0
14006,2.0,2021-02-08,153,UPS,163.4,2242200.0,0.57,0.0,0.0,0.88,-16882600.0,53.0,122.0,-100.0
14005,3.0,2021-02-05,153,UPS,164.4,2558900.0,0.63,0.0,0.0,0.77,-14640400.0,55.0,124.0,-100.0
14004,4.0,2021-02-04,153,UPS,162.3,2811100.0,0.66,0.0,0.0,0.46,-17199300.0,52.0,39.0,-100.0
14003,5.0,2021-02-03,153,UPS,159.7,4559200.0,1.05,0.0,0.0,0.18,-20010400.0,47.0,-18.0,-100.0
14002,6.0,2021-02-02,153,UPS,160.3,10758300.0,2.49,0.0,0.0,0.01,-15451200.0,48.0,18.0,-100.0
14001,7.0,2021-02-01,153,UPS,156.3,4783000.0,1.2,0.0,0.0,-0.29,-26209500.0,39.0,-132.0,-100.0
14000,8.0,2021-01-29,153,UPS,155.0,5006200.0,1.29,0.0,0.0,-0.3,-30992500.0,37.0,-148.0,-100.0
13999,9.0,2021-01-28,153,UPS,157.3,2565100.0,0.68,0.0,0.0,-0.14,-25986300.0,40.0,-98.0,-100.0
13998,10.0,2021-01-27,153,UPS,157.6,2821500.0,0.74,0.0,0.0,-0.06,-23421200.0,40.0,-98.0,-100.0
14110,1.0,2021-02-09,154,TWLO,410.4,857630.0,0.54,0.0,0.0,2.52,43644230.0,66.0,132.0,23.0
14109,2.0,2021-02-08,154,TWLO,399.5,1021000.0,0.64,0.0,0.0,1.83,42786600.0,62.0,110.0,23.0
14108,3.0,2021-02-05,154,TWLO,400.1,1216400.0,0.73,0.0,0.0,1.55,43807600.0,63.0,110.0,22.0
14107,4.0,2021-02-04,154,TWLO,399.5,1187000.0,0.7,0.0,0.0,0.79,42591200.0,62.0,103.0,22.0
14106,5.0,2021-02-03,154,TWLO,389.5,1637600.0,0.94,0.0,0.0,-0.56,41404200.0,60.0,79.0,22.0
14105,6.0,2021-02-02,154,TWLO,387.2,1579000.0,0.92,0.0,0.0,-1.76,39766600.0,59.0,67.0,23.0
14104,7.0,2021-02-01,154,TWLO,371.5,1110800.0,0.64,0.0,0.0,-3.42,38187600.0,54.0,3.0,20.0
14103,8.0,2021-01-29,154,TWLO,359.4,1848700.0,1.05,0.0,0.0,-4.31,37076800.0,50.0,-31.0,1.0
14102,9.0,2021-01-28,154,TWLO,360.9,2193600.0,1.27,0.0,0.0,-4.28,38925500.0,50.0,-29.0,-2.0
14101,10.0,2021-01-27,154,TWLO,337.8,2379000.0,1.37,0.0,0.0,-4.18,36731900.0,41.0,-91.0,-13.0
14213,1.0,2021-02-09,155,DDOG,118.0,1542734.0,0.51,1.0,0.0,1.56,32433434.0,67.0,194.0,23.0
14212,2.0,2021-02-08,155,DDOG,116.4,2818400.0,0.89,1.0,0.0,1.41,30890700.0,66.0,205.0,22.0
14211,3.0,2021-02-05,155,DDOG,114.9,3163200.0,1.0,1.0,0.0,1.17,28072300.0,64.0,209.0,20.0
14210,4.0,2021-02-04,155,DDOG,111.9,2543700.0,0.8,1.0,0.0,0.83,24909100.0,62.0,175.0,20.0
14209,5.0,2021-02-03,155,DDOG,110.5,3462200.0,1.08,0.0,0.0,0.5,22365400.0,60.0,150.0,19.0
14208,6.0,2021-02-02,155,DDOG,106.0,3375100.0,1.05,0.0,0.0,0.06,18903200.0,56.0,75.0,23.0
14207,7.0,2021-02-01,155,DDOG,101.8,3691900.0,1.1,0.0,0.0,-0.2,15528100.0,51.0,28.0,21.0
14206,8.0,2021-01-29,155,DDOG,102.8,3813200.0,1.17,0.0,0.0,-0.17,19220000.0,52.0,4.0,21.0
14205,9.0,2021-01-28,155,DDOG,100.0,3307800.0,1.05,0.0,0.0,-0.22,15406800.0,48.0,-21.0,-14.0
14204,10.0,2021-01-27,155,DDOG,98.0,4430500.0,1.43,0.0,0.0,-0.02,12099000.0,46.0,-10.0,10.0
14316,1.0,2021-02-09,157,DOCU,254.2,642403.0,0.22,0.0,0.0,0.84,58953803.0,58.0,51.0,17.0
14315,2.0,2021-02-08,157,DOCU,248.9,2039100.0,0.69,0.0,0.0,0.25,58311400.0,55.0,43.0,16.0
14314,3.0,2021-02-05,157,DOCU,250.4,2556300.0,0.85,0.0,0.0,-0.2,60350500.0,57.0,29.0,15.0
14313,4.0,2021-02-04,157,DOCU,246.0,2808900.0,0.91,0.0,0.0,-1.07,57794200.0,54.0,-9.0,4.0
14312,5.0,2021-02-03,157,DOCU,236.8,1875500.0,0.61,0.0,0.0,-1.95,54985300.0,49.0,-34.0,-40.0
14311,6.0,2021-02-02,157,DOCU,239.8,3054100.0,0.95,0.0,0.0,-2.27,56860800.0,51.0,-31.0,-45.0
14310,7.0,2021-02-01,157,DOCU,230.1,3224200.0,1.01,0.0,0.0,-2.94,53806700.0,44.0,-75.0,-87.0
14309,8.0,2021-01-29,157,DOCU,232.9,1999300.0,0.63,0.0,0.0,-2.8,57030900.0,46.0,-56.0,-74.0
14308,9.0,2021-01-28,157,DOCU,234.1,3047900.0,0.96,0.0,0.0,-2.68,59030200.0,46.0,-47.0,-64.0
14307,10.0,2021-01-27,157,DOCU,225.2,3787300.0,1.21,0.0,0.0,-2.45,55982300.0,41.0,-81.0,-61.0
14419,1.0,2021-02-09,158,WING,159.9,132367.0,0.38,0.0,0.0,-0.08,-3805133.0,66.0,133.0,30.0
14418,2.0,2021-02-08,158,WING,156.0,446500.0,1.23,0.0,0.0,-0.39,-3937500.0,61.0,46.0,33.0
14417,3.0,2021-02-05,158,WING,155.1,241000.0,0.67,0.0,0.0,-0.5,-4384000.0,60.0,59.0,35.0
14416,4.0,2021-02-04,158,WING,152.9,466800.0,1.27,0.0,0.0,-0.6,-4625000.0,58.0,27.0,38.0
14415,5.0,2021-02-03,158,WING,150.0,521500.0,1.4,0.0,0.0,-0.56,-5091800.0,54.0,21.0,38.0
14414,6.0,2021-02-02,158,WING,153.9,441900.0,1.2,0.0,0.0,-0.21,-4570300.0,60.0,75.0,37.0
14413,7.0,2021-02-01,158,WING,153.7,498200.0,1.37,0.0,0.0,-0.1,-5012200.0,60.0,59.0,37.0
14412,8.0,2021-01-29,158,WING,150.1,412000.0,1.15,0.0,0.0,0.03,-5510400.0,56.0,48.0,37.0
14411,9.0,2021-01-28,158,WING,153.7,385800.0,1.09,0.0,0.0,0.54,-5098400.0,62.0,93.0,34.0
14410,10.0,2021-01-27,158,WING,155.2,563200.0,1.56,0.0,0.0,0.87,-4712600.0,65.0,121.0,32.0
14522,1.0,2021-02-09,159,RDFN,91.8,568220.0,0.48,1.0,0.0,1.01,30990920.0,73.0,249.0,22.0
14521,2.0,2021-02-08,159,RDFN,88.7,1535300.0,1.24,1.0,0.0,0.56,30422700.0,70.0,230.0,23.0
14520,3.0,2021-02-05,159,RDFN,82.7,965100.0,0.77,0.0,0.0,0.07,28887400.0,64.0,163.0,24.0
14519,4.0,2021-02-04,159,RDFN,81.5,1768300.0,1.37,0.0,0.0,-0.14,27922300.0,62.0,138.0,24.0
14518,5.0,2021-02-03,159,RDFN,80.8,715600.0,0.56,0.0,0.0,-0.38,26154000.0,62.0,106.0,25.0
14517,6.0,2021-02-02,159,RDFN,79.9,928200.0,0.69,0.0,0.0,-0.7,25438400.0,60.0,75.0,27.0
14516,7.0,2021-02-01,159,RDFN,75.6,762900.0,0.56,0.0,0.0,-1.11,24510200.0,55.0,-17.0,21.0
14515,8.0,2021-01-29,159,RDFN,71.2,1445800.0,1.03,0.0,0.0,-1.28,23747300.0,47.0,-67.0,8.0
14514,9.0,2021-01-28,159,RDFN,72.3,1581700.0,1.14,0.0,0.0,-1.03,25193100.0,49.0,-26.0,22.0
14513,10.0,2021-01-27,159,RDFN,74.3,1516200.0,1.11,0.0,0.0,-0.72,26774800.0,52.0,18.0,33.0
14625,1.0,2021-02-09,160,ROKU,466.0,2784616.0,0.76,1.0,0.0,0.74,189519616.0,72.0,195.0,25.0
14624,2.0,2021-02-08,160,ROKU,434.6,3050700.0,0.8,0.0,0.0,-1.25,186735000.0,65.0,124.0,27.0
14623,3.0,2021-02-05,160,ROKU,439.9,2642200.0,0.64,0.0,0.0,-1.42,189785700.0,68.0,137.0,27.0
14622,4.0,2021-02-04,160,ROKU,432.7,1887300.0,0.43,0.0,0.0,-2.43,187143500.0,66.0,91.0,27.0
14621,5.0,2021-02-03,160,ROKU,425.1,2400500.0,0.52,0.0,0.0,-3.41,185256200.0,64.0,79.0,29.0
14620,6.0,2021-02-02,160,ROKU,418.8,2750400.0,0.58,0.0,0.0,-4.25,182855700.0,62.0,44.0,30.0
14619,7.0,2021-02-01,160,ROKU,416.2,3774500.0,0.77,0.0,0.0,-4.92,180105300.0,61.0,27.0,32.0
14618,8.0,2021-01-29,160,ROKU,389.0,3853200.0,0.8,0.0,0.0,-5.68,176330800.0,53.0,-4.0,28.0
14617,9.0,2021-01-28,160,ROKU,404.0,3558800.0,0.75,0.0,0.0,-4.01,180184000.0,59.0,20.0,33.0
14616,10.0,2021-01-27,160,ROKU,402.3,5698400.0,1.2,0.0,0.0,-2.94,176625200.0,59.0,24.0,33.0
14728,1.0,2021-02-09,162,QDEL,236.2,226070.0,0.27,0.0,0.0,-0.06,12022970.0,57.0,52.0,42.0
14727,2.0,2021-02-08,162,QDEL,232.9,1305800.0,1.48,0.0,0.0,0.23,11796900.0,56.0,61.0,42.0
14726,3.0,2021-02-05,162,QDEL,237.0,444700.0,0.49,0.0,0.0,0.88,13102700.0,58.0,49.0,40.0
14725,4.0,2021-02-04,162,QDEL,228.7,673300.0,0.65,0.0,0.0,1.29,12658000.0,55.0,37.0,40.0
14724,5.0,2021-02-03,162,QDEL,236.9,373500.0,0.36,0.0,0.0,2.55,13331300.0,59.0,66.0,36.0
14723,6.0,2021-02-02,162,QDEL,233.8,754900.0,0.7,0.0,0.0,3.39,12957800.0,58.0,95.0,33.0
14722,7.0,2021-02-01,162,QDEL,254.0,564800.0,0.53,1.0,0.0,4.64,13712700.0,71.0,157.0,26.0
14721,8.0,2021-01-29,162,QDEL,251.0,1415500.0,1.33,1.0,0.0,4.08,13147900.0,70.0,180.0,27.0
14720,9.0,2021-01-28,162,QDEL,227.3,450600.0,0.44,0.0,0.0,3.07,11732400.0,61.0,97.0,32.0
14719,10.0,2021-01-27,162,QDEL,224.2,645700.0,0.63,0.0,0.0,3.54,11281800.0,59.0,107.0,30.0
14831,1.0,2021-02-09,163,NEE,83.9,1553254.0,0.18,0.0,0.0,-0.19,8244654.0,59.0,38.0,32.0
14830,2.0,2021-02-08,163,NEE,83.4,6791300.0,0.77,0.0,0.0,-0.23,6691400.0,58.0,50.0,33.0
14829,3.0,2021-02-05,163,NEE,83.6,5745300.0,0.65,0.0,0.0,-0.24,13482700.0,58.0,54.0,34.0
14828,4.0,2021-02-04,163,NEE,83.0,6398400.0,0.71,0.0,0.0,-0.29,7737400.0,57.0,29.0,36.0
14827,5.0,2021-02-03,163,NEE,83.1,5971200.0,0.64,0.0,0.0,-0.3,14135800.0,57.0,47.0,37.0
14826,6.0,2021-02-02,163,NEE,82.9,6645400.0,0.71,0.0,0.0,-0.32,8164600.0,57.0,49.0,38.0
14825,7.0,2021-02-01,163,NEE,81.7,5589500.0,0.59,0.0,0.0,-0.35,1519200.0,54.0,17.0,37.0
14824,8.0,2021-01-29,163,NEE,80.9,13149000.0,1.39,0.0,0.0,-0.26,-4070300.0,52.0,3.0,38.0
14823,9.0,2021-01-28,163,NEE,82.5,8541300.0,0.95,0.0,0.0,-0.05,9078700.0,56.0,32.0,38.0
14822,10.0,2021-01-27,163,NEE,80.2,16893300.0,1.93,0.0,0.0,0.09,537400.0,50.0,24.0,37.0
14934,1.0,2021-02-09,165,CWH,39.5,276302.0,0.18,0.0,0.0,0.36,10519202.0,69.0,101.0,33.0
14933,2.0,2021-02-08,165,CWH,39.4,1243800.0,0.78,0.0,0.0,0.4,10242900.0,69.0,119.0,32.0
14932,3.0,2021-02-05,165,CWH,39.7,1161300.0,0.71,0.0,0.0,0.42,11486700.0,70.0,128.0,31.0
14931,4.0,2021-02-04,165,CWH,39.6,1627600.0,1.02,0.0,0.0,0.35,10325400.0,70.0,126.0,31.0
14930,5.0,2021-02-03,165,CWH,37.3,926400.0,0.58,0.0,0.0,0.2,8697800.0,65.0,90.0,36.0
14929,6.0,2021-02-02,165,CWH,36.0,1170700.0,0.7,0.0,0.0,0.16,7771400.0,62.0,78.0,41.0
14928,7.0,2021-02-01,165,CWH,34.4,870500.0,0.52,0.0,0.0,0.18,6600700.0,57.0,43.0,42.0
14927,8.0,2021-01-29,165,CWH,34.2,1587200.0,0.91,0.0,0.0,0.35,5730200.0,57.0,53.0,40.0
14926,9.0,2021-01-28,165,CWH,34.9,1899600.0,1.12,0.0,0.0,0.58,7317400.0,59.0,80.0,35.0
14925,10.0,2021-01-27,165,CWH,36.5,2699600.0,1.62,0.0,0.0,0.82,9217000.0,66.0,135.0,29.0
15037,1.0,2021-02-09,166,UPWK,53.7,796120.0,0.42,1.0,0.0,0.96,70053220.0,76.0,177.0,25.0
15036,2.0,2021-02-08,166,UPWK,53.3,1584300.0,0.79,1.0,0.0,0.91,69257100.0,76.0,196.0,24.0
15035,3.0,2021-02-05,166,UPWK,51.6,1719900.0,0.85,1.0,0.0,0.75,67672800.0,74.0,181.0,24.0
15034,4.0,2021-02-04,166,UPWK,49.3,1277700.0,0.63,1.0,0.0,0.57,65952900.0,71.0,170.0,24.0
15033,5.0,2021-02-03,166,UPWK,47.4,1664200.0,0.8,0.0,0.0,0.43,64675200.0,68.0,164.0,24.0
15032,6.0,2021-02-02,166,UPWK,47.2,2336600.0,1.14,0.0,0.0,0.35,63011000.0,67.0,152.0,24.0
15031,7.0,2021-02-01,166,UPWK,45.1,2147500.0,1.07,0.0,0.0,0.17,60674400.0,64.0,96.0,26.0
15030,8.0,2021-01-29,166,UPWK,41.5,1371900.0,0.7,0.0,0.0,0.07,58526900.0,56.0,59.0,28.0
15029,9.0,2021-01-28,166,UPWK,42.6,1325800.0,0.67,0.0,0.0,0.24,59898800.0,60.0,78.0,26.0
15028,10.0,2021-01-27,166,UPWK,43.0,2359000.0,1.2,0.0,0.0,0.35,61224600.0,61.0,113.0,24.0
15140,1.0,2021-02-09,167,TTD,852.5,194880.0,0.32,0.0,0.0,9.88,21822580.0,58.0,105.0,8.0
15139,2.0,2021-02-08,167,TTD,852.3,485400.0,0.76,0.0,0.0,10.32,21627700.0,58.0,151.0,5.0
15138,3.0,2021-02-05,167,TTD,855.1,575700.0,0.87,1.0,0.0,10.26,22113100.0,58.0,175.0,1.0
15137,4.0,2021-02-04,167,TTD,854.0,410500.0,0.58,1.0,0.0,9.13,21537400.0,58.0,191.0,-5.0
15136,5.0,2021-02-03,167,TTD,839.2,836400.0,1.1,1.0,0.0,6.82,21126900.0,56.0,227.0,-16.0
15135,6.0,2021-02-02,167,TTD,831.5,652700.0,0.86,1.0,0.0,4.25,20290500.0,55.0,175.0,-45.0
15134,7.0,2021-02-01,167,TTD,793.2,681200.0,0.87,0.0,0.0,0.78,19637800.0,48.0,17.0,-91.0
15133,8.0,2021-01-29,167,TTD,766.0,582400.0,0.73,0.0,0.0,-0.7,18956600.0,43.0,-64.0,-100.0
15132,9.0,2021-01-28,167,TTD,794.5,793300.0,0.95,0.0,0.0,-0.01,19539000.0,48.0,3.0,-93.0
15131,10.0,2021-01-27,167,TTD,756.3,707400.0,0.81,0.0,0.0,-1.6,18745700.0,39.0,-138.0,-100.0
15243,1.0,2021-02-09,168,YNDX,68.8,916139.0,0.56,0.0,0.0,0.36,6608539.0,57.0,76.0,-22.0
15242,2.0,2021-02-08,168,YNDX,68.4,1126700.0,0.68,0.0,0.0,0.2,5692400.0,55.0,42.0,-58.0
15241,3.0,2021-02-05,168,YNDX,67.0,1083800.0,0.64,0.0,0.0,-0.01,4565700.0,51.0,-10.0,-100.0
15240,4.0,2021-02-04,168,YNDX,66.5,1328500.0,0.79,0.0,0.0,-0.19,3481900.0,49.0,-34.0,-100.0
15239,5.0,2021-02-03,168,YNDX,64.7,1461000.0,0.84,0.0,0.0,-0.4,2153400.0,43.0,-66.0,-100.0
15238,6.0,2021-02-02,168,YNDX,65.6,2087100.0,1.18,0.0,0.0,-0.51,3614400.0,46.0,-66.0,-100.0
15237,7.0,2021-02-01,168,YNDX,63.6,1616400.0,0.91,0.0,0.0,-0.73,1527300.0,38.0,-130.0,-100.0
15236,8.0,2021-01-29,168,YNDX,62.6,1277700.0,0.73,0.0,1.0,-0.81,-89100.0,34.0,-168.0,-100.0
15235,9.0,2021-01-28,168,YNDX,63.9,1125400.0,0.65,0.0,0.0,-0.77,1188600.0,37.0,-164.0,-100.0
15234,10.0,2021-01-27,168,YNDX,63.6,2035200.0,1.19,0.0,1.0,-0.76,63200.0,35.0,-216.0,-100.0
15346,1.0,2021-02-09,169,W,291.8,502763.0,0.21,0.0,0.0,-0.61,17154563.0,56.0,-7.0,36.0
15345,2.0,2021-02-08,169,W,289.5,1496400.0,0.61,0.0,0.0,-0.79,16651800.0,55.0,-12.0,37.0
15344,3.0,2021-02-05,169,W,289.3,1344000.0,0.54,0.0,0.0,-0.88,15155400.0,55.0,12.0,37.0
15343,4.0,2021-02-04,169,W,294.3,1562400.0,0.63,0.0,0.0,-1.03,16499400.0,58.0,33.0,37.0
15342,5.0,2021-02-03,169,W,285.0,1730400.0,0.7,0.0,0.0,-1.79,14937000.0,54.0,16.0,47.0
15341,6.0,2021-02-02,169,W,284.8,1241000.0,0.51,0.0,0.0,-2.02,13206600.0,54.0,0.0,49.0
15340,7.0,2021-02-01,169,W,281.0,1455300.0,0.59,0.0,0.0,-2.3,11965600.0,52.0,-11.0,31.0
15339,8.0,2021-01-29,169,W,272.3,1918900.0,0.78,0.0,0.0,-2.3,10510300.0,49.0,-9.0,15.0
15338,9.0,2021-01-28,169,W,278.1,1298600.0,0.53,0.0,0.0,-1.35,12429200.0,51.0,12.0,36.0
15337,10.0,2021-01-27,169,W,276.2,2411500.0,0.98,0.0,0.0,-0.44,11130600.0,50.0,13.0,44.0
15449,1.0,2021-02-09,170,WDAY,273.8,679769.0,0.3,0.0,0.0,4.66,16426569.0,74.0,151.0,24.0
15448,2.0,2021-02-08,170,WDAY,272.8,2107800.0,0.91,1.0,0.0,4.57,15746800.0,74.0,188.0,22.0
15447,3.0,2021-02-05,170,WDAY,264.0,1852500.0,0.81,1.0,0.0,4.08,13639000.0,70.0,197.0,21.0
15446,4.0,2021-02-04,170,WDAY,264.2,1723400.0,0.75,1.0,0.0,3.82,15491500.0,71.0,243.0,18.0
15445,5.0,2021-02-03,170,WDAY,258.6,3595100.0,1.54,1.0,0.0,3.02,13768100.0,68.0,280.0,15.0
15444,6.0,2021-02-02,170,WDAY,257.8,5640000.0,2.46,1.0,0.0,2.03,10173000.0,68.0,322.0,13.0
15443,7.0,2021-02-01,170,WDAY,236.7,4139100.0,1.9,0.0,0.0,0.38,4533000.0,56.0,147.0,10.0
15442,8.0,2021-01-29,170,WDAY,227.5,2835800.0,1.39,0.0,0.0,-0.15,393900.0,48.0,-36.0,-45.0
15441,9.0,2021-01-28,170,WDAY,228.6,2054400.0,1.05,0.0,0.0,-0.05,3229700.0,49.0,-35.0,-22.0
15440,10.0,2021-01-27,170,WDAY,223.4,2509400.0,1.31,0.0,0.0,0.02,1175300.0,44.0,-57.0,-15.0
15552,1.0,2021-02-09,172,MDB,409.5,118917.0,0.18,0.0,0.0,2.83,21032283.0,66.0,140.0,24.0
15551,2.0,2021-02-08,172,MDB,410.8,339200.0,0.5,0.0,0.0,2.9,21151200.0,67.0,172.0,23.0
15550,3.0,2021-02-05,172,MDB,412.7,776500.0,1.12,1.0,0.0,2.47,21490400.0,68.0,199.0,22.0
15549,4.0,2021-02-04,172,MDB,396.4,515200.0,0.75,0.0,0.0,1.21,20713900.0,64.0,185.0,23.0
15548,5.0,2021-02-03,172,MDB,395.8,708800.0,1.0,0.0,0.0,0.61,20198700.0,64.0,229.0,22.0
15547,6.0,2021-02-02,172,MDB,394.6,626200.0,0.89,1.0,0.0,-0.49,19489900.0,63.0,170.0,22.0
15546,7.0,2021-02-01,172,MDB,374.9,455500.0,0.64,0.0,0.0,-2.24,18863700.0,57.0,78.0,25.0
15545,8.0,2021-01-29,172,MDB,369.6,515900.0,0.72,0.0,0.0,-2.99,18408200.0,55.0,31.0,27.0
15544,9.0,2021-01-28,172,MDB,371.0,798300.0,1.13,0.0,0.0,-3.55,18924100.0,56.0,9.0,26.0
15543,10.0,2021-01-27,172,MDB,343.6,789800.0,1.13,0.0,0.0,-4.46,18125800.0,45.0,-122.0,8.0
15655,1.0,2021-02-09,173,ALGN,616.4,181951.0,0.3,0.0,0.0,7.15,11580451.0,65.0,152.0,20.0
15654,2.0,2021-02-08,173,ALGN,602.4,618300.0,1.0,0.0,0.0,6.43,11398500.0,63.0,176.0,19.0
15653,3.0,2021-02-05,173,ALGN,620.5,656500.0,1.08,1.0,0.0,6.02,12016800.0,69.0,245.0,17.0
15652,4.0,2021-02-04,173,ALGN,615.2,1758800.0,2.92,1.0,0.0,2.9,11360300.0,68.0,303.0,16.0
15651,5.0,2021-02-03,173,ALGN,546.2,756300.0,1.41,0.0,0.0,-1.88,9601500.0,53.0,8.0,17.0
15650,6.0,2021-02-02,173,ALGN,557.8,790900.0,1.53,0.0,0.0,-2.42,10357800.0,57.0,61.0,17.0
15649,7.0,2021-02-01,173,ALGN,543.0,538500.0,1.06,0.0,0.0,-4.36,9566900.0,53.0,-37.0,6.0
15648,8.0,2021-01-29,173,ALGN,525.4,686200.0,1.39,0.0,0.0,-5.7,9028400.0,47.0,-105.0,-11.0
15647,9.0,2021-01-28,173,ALGN,536.6,681500.0,1.44,0.0,0.0,-5.69,9714600.0,51.0,-70.0,-5.0
