,ndays,dte,sort,sym,cls,vol,score_vol_sma20,bb_bbhi,bb_bbli,macd,obv,rsi14,cci20,score_ovlp_ema
4837,4.0,2021-02-04,46,DHR,235.5,2464200.0,0.87,0.0,0.0,-0.06,11652100.0,51.0,-16.0,31.0
4836,5.0,2021-02-03,46,DHR,238.2,2836100.0,0.98,0.0,0.0,0.21,14116300.0,54.0,55.0,26.0
4835,6.0,2021-02-02,46,DHR,245.1,3655800.0,1.24,0.0,0.0,0.31,16952400.0,62.0,133.0,22.0
4834,7.0,2021-02-01,46,DHR,241.8,3584200.0,1.23,0.0,0.0,-0.29,13296600.0,59.0,91.0,25.0
4833,8.0,2021-01-29,46,DHR,237.8,5747700.0,2.03,0.0,0.0,-0.92,9712400.0,56.0,-3.0,22.0
4832,9.0,2021-01-28,46,DHR,228.6,2621500.0,1.0,0.0,0.0,-1.47,3964700.0,46.0,-59.0,-61.0
4831,10.0,2021-01-27,46,DHR,222.2,4670800.0,1.82,0.0,0.0,-1.32,1343200.0,38.0,-108.0,-53.0
4943,1.0,2021-02-09,47,COST,359.6,1120008.0,0.46,0.0,0.0,0.56,7295392.0,48.0,21.0,-100.0
4942,2.0,2021-02-08,47,COST,359.8,2519300.0,1.01,0.0,0.0,0.28,8415400.0,48.0,-16.0,-100.0
4941,3.0,2021-02-05,47,COST,355.2,2164400.0,0.87,0.0,0.0,-0.16,5896100.0,41.0,-75.0,-100.0
4940,4.0,2021-02-04,47,COST,355.9,3411600.0,1.35,0.0,0.0,-0.31,8060500.0,42.0,-72.0,-100.0
4939,5.0,2021-02-03,47,COST,355.2,1759800.0,0.71,0.0,0.0,-0.55,4648900.0,41.0,-90.0,-100.0
4938,6.0,2021-02-02,47,COST,355.6,1905000.0,0.75,0.0,0.0,-0.75,6408700.0,41.0,-109.0,-100.0
4937,7.0,2021-02-01,47,COST,350.5,2371200.0,0.91,0.0,0.0,-1.0,4503700.0,34.0,-163.0,-100.0
4936,8.0,2021-01-29,47,COST,352.4,2597600.0,1.01,0.0,0.0,-0.76,6874900.0,36.0,-139.0,-100.0
4935,9.0,2021-01-28,47,COST,357.1,2251100.0,0.89,0.0,0.0,-0.45,9472500.0,40.0,-93.0,-100.0
4934,10.0,2021-01-27,47,COST,356.4,3120800.0,1.24,0.0,0.0,-0.35,7221400.0,39.0,-92.0,-100.0
5046,1.0,2021-02-09,48,CSCO,48.5,7997856.0,0.4,1.0,0.0,0.33,378142544.0,72.0,206.0,22.0
5045,2.0,2021-02-08,48,CSCO,48.9,25186700.0,1.21,1.0,0.0,0.31,386140400.0,76.0,318.0,20.0
5044,3.0,2021-02-05,48,CSCO,48.1,25282400.0,1.23,1.0,0.0,0.19,360953700.0,73.0,345.0,20.0
5043,4.0,2021-02-04,48,CSCO,47.2,22285700.0,1.1,1.0,0.0,0.08,335671300.0,69.0,272.0,20.0
5042,5.0,2021-02-03,48,CSCO,45.8,13173600.0,0.65,0.0,0.0,-0.02,313385600.0,59.0,128.0,23.0
5041,6.0,2021-02-02,48,CSCO,45.8,16520900.0,0.81,0.0,0.0,-0.05,326559200.0,59.0,113.0,23.0
5040,7.0,2021-02-01,48,CSCO,45.4,16776900.0,0.8,0.0,0.0,-0.09,310038300.0,56.0,34.0,26.0
5039,8.0,2021-01-29,48,CSCO,44.6,22575200.0,1.09,0.0,0.0,-0.11,293261400.0,48.0,-29.0,20.0
5038,9.0,2021-01-28,48,CSCO,45.3,21166000.0,1.05,0.0,0.0,-0.06,315836600.0,57.0,102.0,25.0
5037,10.0,2021-01-27,48,CSCO,45.7,29634500.0,1.5,0.0,0.0,-0.06,337002600.0,62.0,132.0,25.0
5149,1.0,2021-02-09,49,ASML,569.0,303608.0,0.34,0.0,0.0,-1.21,11490208.0,63.0,113.0,28.0
5148,2.0,2021-02-08,49,ASML,564.0,716900.0,0.79,0.0,0.0,-1.89,11186600.0,62.0,89.0,29.0
5147,3.0,2021-02-05,49,ASML,552.8,461200.0,0.51,0.0,0.0,-2.56,10469700.0,59.0,52.0,30.0
5146,4.0,2021-02-04,49,ASML,555.4,554500.0,0.6,0.0,0.0,-2.56,10930900.0,60.0,51.0,31.0
5145,5.0,2021-02-03,49,ASML,542.9,635400.0,0.67,0.0,0.0,-2.9,10376400.0,56.0,34.0,32.0
5144,6.0,2021-02-02,49,ASML,553.5,721600.0,0.74,0.0,0.0,-2.21,11011800.0,60.0,64.0,32.0
5143,7.0,2021-02-01,49,ASML,554.4,849600.0,0.84,0.0,0.0,-2.31,11733400.0,61.0,64.0,33.0
5142,8.0,2021-01-29,49,ASML,534.2,865700.0,0.88,0.0,0.0,-2.67,10883800.0,55.0,23.0,34.0
5141,9.0,2021-01-28,49,ASML,547.2,968600.0,1.01,0.0,0.0,-1.28,11749500.0,60.0,58.0,33.0
5140,10.0,2021-01-27,49,ASML,524.6,1506800.0,1.62,0.0,0.0,-0.62,10780900.0,54.0,18.0,34.0
5252,1.0,2021-02-09,50,ABBV,105.8,2204701.0,0.28,0.0,0.0,-0.25,13844999.0,48.0,-52.0,1.0
5251,2.0,2021-02-08,50,ABBV,106.8,9199100.0,1.13,0.0,0.0,-0.22,16049700.0,50.0,-25.0,6.0
5250,3.0,2021-02-05,50,ABBV,108.7,7249800.0,0.91,0.0,0.0,-0.27,25248800.0,55.0,21.0,5.0
5249,4.0,2021-02-04,50,ABBV,108.5,9077800.0,1.14,0.0,0.0,-0.52,17999000.0,55.0,-13.0,-8.0
5248,5.0,2021-02-03,50,ABBV,106.9,12101900.0,1.5,0.0,0.0,-0.86,8921200.0,51.0,-41.0,-45.0
5247,6.0,2021-02-02,50,ABBV,103.5,10481300.0,1.34,0.0,0.0,-1.19,-3180700.0,42.0,-102.0,-95.0
5246,7.0,2021-02-01,50,ABBV,102.3,7518200.0,0.97,0.0,0.0,-1.26,-13662000.0,38.0,-126.0,-90.0
5245,8.0,2021-01-29,50,ABBV,102.5,9379100.0,1.22,0.0,0.0,-1.16,-6143800.0,38.0,-134.0,-72.0
5244,9.0,2021-01-28,50,ABBV,104.2,8534300.0,1.14,0.0,0.0,-0.95,3235300.0,42.0,-113.0,-37.0
5243,10.0,2021-01-27,50,ABBV,102.8,11887900.0,1.62,0.0,1.0,-0.73,-5299000.0,37.0,-118.0,-16.0
5355,1.0,2021-02-09,51,ZM,416.6,1393054.0,0.24,0.0,0.0,5.37,139863854.0,61.0,185.0,-23.0
5354,2.0,2021-02-08,51,ZM,410.8,3731500.0,0.64,0.0,0.0,5.02,138470800.0,59.0,189.0,-40.0
5353,3.0,2021-02-05,51,ZM,419.6,9745400.0,1.65,1.0,0.0,4.63,142202300.0,63.0,176.0,-59.0
5352,4.0,2021-02-04,51,ZM,390.0,2528100.0,0.44,0.0,0.0,2.75,132456900.0,54.0,59.0,-100.0
5351,5.0,2021-02-03,51,ZM,380.5,3433100.0,0.58,0.0,0.0,2.56,129928800.0,50.0,61.0,-100.0
5350,6.0,2021-02-02,51,ZM,391.8,3780100.0,0.63,0.0,0.0,3.05,133361900.0,55.0,81.0,-100.0
5349,7.0,2021-02-01,51,ZM,381.9,3443900.0,0.55,0.0,0.0,2.48,129581800.0,51.0,37.0,-100.0
5348,8.0,2021-01-29,51,ZM,372.1,3959000.0,0.62,0.0,0.0,2.43,126137900.0,47.0,19.0,-100.0
5347,9.0,2021-01-28,51,ZM,378.6,3374200.0,0.52,0.0,0.0,3.22,130096900.0,50.0,35.0,-100.0
5346,10.0,2021-01-27,51,ZM,370.7,4557500.0,0.69,0.0,0.0,3.64,126722700.0,46.0,29.0,-100.0
5458,1.0,2021-02-09,52,AVGO,473.4,345910.0,0.22,0.0,0.0,-0.17,24663310.0,62.0,99.0,28.0
5457,2.0,2021-02-08,52,AVGO,472.7,1761000.0,1.08,0.0,0.0,-0.26,24317400.0,62.0,94.0,28.0
5456,3.0,2021-02-05,52,AVGO,466.0,1248800.0,0.77,0.0,0.0,-0.45,22556400.0,59.0,93.0,29.0
5455,4.0,2021-02-04,52,AVGO,470.6,1524300.0,0.92,0.0,0.0,-0.17,23805200.0,62.0,79.0,28.0
5454,5.0,2021-02-03,52,AVGO,465.2,1785700.0,1.07,0.0,0.0,-0.35,22280900.0,59.0,109.0,28.0
5453,6.0,2021-02-02,52,AVGO,476.9,1614100.0,0.98,0.0,0.0,-0.19,24066600.0,68.0,152.0,27.0
5452,7.0,2021-02-01,52,AVGO,466.7,1702700.0,1.01,0.0,0.0,-1.27,22452500.0,64.0,91.0,30.0
5451,8.0,2021-01-29,52,AVGO,450.5,2206900.0,1.33,0.0,0.0,-2.01,20749800.0,55.0,22.0,33.0
5450,9.0,2021-01-28,52,AVGO,451.7,1694600.0,1.06,0.0,0.0,-1.53,22956700.0,56.0,29.0,33.0
5449,10.0,2021-01-27,52,AVGO,444.7,2185700.0,1.4,0.0,0.0,-0.92,21262100.0,52.0,5.0,33.0
5561,1.0,2021-02-09,53,MDT,118.3,1521966.0,0.34,0.0,0.0,0.28,-22975534.0,56.0,72.0,10.0
5560,2.0,2021-02-08,53,MDT,118.1,4780300.0,1.05,0.0,0.0,0.15,-24497500.0,56.0,61.0,6.0
5559,3.0,2021-02-05,53,MDT,118.4,4147300.0,0.93,0.0,0.0,-0.04,-19717200.0,57.0,64.0,-3.0
5558,4.0,2021-02-04,53,MDT,117.0,5903500.0,1.32,0.0,0.0,-0.37,-23864500.0,54.0,-21.0,-60.0
5557,5.0,2021-02-03,53,MDT,112.6,4602900.0,1.05,0.0,0.0,-0.73,-29768000.0,44.0,-112.0,-100.0
5556,6.0,2021-02-02,53,MDT,113.9,3865900.0,0.89,0.0,0.0,-0.79,-25165100.0,47.0,-100.0,-100.0
5555,7.0,2021-02-01,53,MDT,111.2,5905500.0,1.35,0.0,1.0,-0.96,-29031000.0,39.0,-198.0,-100.0
5554,8.0,2021-01-29,53,MDT,111.3,7314700.0,1.74,0.0,1.0,-0.88,-23125500.0,39.0,-228.0,-95.0
5553,9.0,2021-01-28,53,MDT,114.8,4236900.0,1.08,0.0,0.0,-0.7,-15810800.0,47.0,-160.0,-57.0
5552,10.0,2021-01-27,53,MDT,111.5,6894600.0,1.79,0.0,1.0,-0.71,-20047700.0,36.0,-268.0,-65.0
5664,1.0,2021-02-09,54,QCOM,147.6,5826358.0,0.55,0.0,0.0,-2.06,32028658.0,41.0,-134.0,-100.0
5663,2.0,2021-02-08,54,QCOM,147.4,12162600.0,1.14,0.0,0.0,-2.01,26202300.0,41.0,-163.0,-92.0
5662,3.0,2021-02-05,54,QCOM,145.8,24663900.0,2.38,0.0,1.0,-1.76,14039700.0,39.0,-194.0,-78.0
5661,4.0,2021-02-04,54,QCOM,148.0,46141800.0,4.84,0.0,1.0,-1.1,38703600.0,41.0,-190.0,-14.0
5660,5.0,2021-02-03,54,QCOM,162.3,14156700.0,1.86,0.0,0.0,-0.2,84845400.0,57.0,81.0,25.0
5659,6.0,2021-02-02,54,QCOM,164.8,6926500.0,0.95,0.0,0.0,-0.25,99002100.0,61.0,88.0,25.0
5658,7.0,2021-02-01,54,QCOM,161.6,8265100.0,1.11,0.0,0.0,-0.61,92075600.0,57.0,35.0,29.0
5657,8.0,2021-01-29,54,QCOM,156.3,9470100.0,1.3,0.0,0.0,-0.84,83810500.0,51.0,-8.0,14.0
5656,9.0,2021-01-28,54,QCOM,155.6,8087400.0,1.15,0.0,0.0,-0.65,74340400.0,49.0,-23.0,17.0
5655,10.0,2021-01-27,54,QCOM,153.7,9854000.0,1.45,0.0,0.0,-0.27,66253000.0,47.0,-18.0,28.0
5767,1.0,2021-02-09,55,XOM,50.3,14969760.0,0.51,0.0,0.0,0.27,13954140.0,63.0,113.0,23.0
5766,2.0,2021-02-08,55,XOM,52.1,36966600.0,1.21,1.0,0.0,0.25,28923900.0,71.0,192.0,21.0
5765,3.0,2021-02-05,55,XOM,50.0,34951900.0,1.16,0.0,0.0,-0.01,-8042700.0,66.0,125.0,23.0
5764,4.0,2021-02-04,55,XOM,48.3,25280300.0,0.85,0.0,0.0,-0.22,-42994600.0,61.0,51.0,25.0
5763,5.0,2021-02-03,55,XOM,47.4,28459300.0,0.94,0.0,0.0,-0.38,-68274900.0,58.0,-0.0,29.0
5762,6.0,2021-02-02,55,XOM,45.6,31940400.0,1.02,0.0,0.0,-0.54,-96734200.0,52.0,-32.0,11.0
5761,7.0,2021-02-01,55,XOM,44.9,24412400.0,0.79,0.0,0.0,-0.57,-128674600.0,48.0,-61.0,5.0
5760,8.0,2021-01-29,55,XOM,44.8,38950400.0,1.26,0.0,0.0,-0.53,-153087000.0,48.0,-41.0,12.0
5759,9.0,2021-01-28,55,XOM,46.1,24967200.0,0.83,0.0,0.0,-0.43,-114136600.0,53.0,1.0,25.0
5758,10.0,2021-01-27,55,XOM,45.3,32410300.0,1.08,0.0,0.0,-0.39,-139103800.0,50.0,-10.0,24.0
5870,1.0,2021-02-09,56,ACN,256.8,384733.0,0.21,0.0,0.0,0.52,18752567.0,55.0,64.0,-4.0
5869,2.0,2021-02-08,56,ACN,257.3,1508700.0,0.8,0.0,0.0,0.23,19137300.0,55.0,46.0,-17.0
5868,3.0,2021-02-05,56,ACN,253.5,1497700.0,0.78,0.0,0.0,-0.3,17628600.0,51.0,-0.0,-70.0
5867,4.0,2021-02-04,56,ACN,253.0,1702200.0,0.88,0.0,0.0,-0.7,16130900.0,51.0,-47.0,-100.0
5866,5.0,2021-02-03,56,ACN,248.4,2470400.0,1.24,0.0,0.0,-1.23,14428700.0,45.0,-89.0,-100.0
5865,6.0,2021-02-02,56,ACN,248.8,2010300.0,1.03,0.0,0.0,-1.48,16899100.0,45.0,-83.0,-100.0
5864,7.0,2021-02-01,56,ACN,247.6,1559700.0,0.79,0.0,0.0,-1.79,14888800.0,44.0,-136.0,-100.0
5863,8.0,2021-01-29,56,ACN,241.9,2494400.0,1.27,0.0,1.0,-2.01,13329100.0,36.0,-199.0,-100.0
5862,9.0,2021-01-28,56,ACN,249.3,1794200.0,0.95,0.0,0.0,-1.63,15823500.0,43.0,-136.0,-97.0
5861,10.0,2021-01-27,56,ACN,246.1,1833100.0,0.99,0.0,1.0,-1.65,14029300.0,38.0,-226.0,-90.0
5973,1.0,2021-02-09,57,TMUS,124.5,1139917.0,0.25,0.0,0.0,-0.42,57450883.0,43.0,-119.0,-100.0
5972,2.0,2021-02-08,57,TMUS,126.1,5741200.0,1.23,0.0,0.0,-0.28,58590800.0,45.0,-131.0,-100.0
5971,3.0,2021-02-05,57,TMUS,125.3,10314800.0,2.27,0.0,0.0,-0.18,52849600.0,43.0,-97.0,-100.0
5970,4.0,2021-02-04,57,TMUS,130.6,7396000.0,1.73,0.0,0.0,0.09,63164400.0,52.0,15.0,-13.0
5969,5.0,2021-02-03,57,TMUS,129.4,3918400.0,0.95,0.0,0.0,-0.04,55768400.0,50.0,13.0,-29.0
5968,6.0,2021-02-02,57,TMUS,131.9,3456000.0,0.85,0.0,0.0,-0.09,59686800.0,54.0,27.0,-32.0
5967,7.0,2021-02-01,57,TMUS,128.4,4070200.0,1.0,0.0,0.0,-0.43,56230800.0,48.0,-71.0,-100.0
5966,8.0,2021-01-29,57,TMUS,126.1,4590000.0,1.16,0.0,0.0,-0.58,52160600.0,43.0,-103.0,-100.0
5965,9.0,2021-01-28,57,TMUS,127.8,5000200.0,1.31,0.0,0.0,-0.52,56750600.0,46.0,-105.0,-100.0
5964,10.0,2021-01-27,57,TMUS,123.3,7023100.0,1.93,0.0,1.0,-0.55,51750400.0,36.0,-189.0,-100.0
6076,1.0,2021-02-09,58,LLY,201.3,1071111.0,0.19,0.0,0.0,-1.73,37964589.0,59.0,18.0,36.0
6075,2.0,2021-02-08,58,LLY,205.8,2909300.0,0.48,0.0,0.0,-1.54,39035700.0,65.0,45.0,35.0
6074,3.0,2021-02-05,58,LLY,201.8,2731800.0,0.45,0.0,0.0,-1.72,36126400.0,62.0,30.0,37.0
6073,4.0,2021-02-04,58,LLY,201.6,2924300.0,0.48,0.0,0.0,-1.59,33394600.0,62.0,23.0,37.0
6072,5.0,2021-02-03,58,LLY,197.0,3679000.0,0.6,0.0,0.0,-1.39,30470300.0,58.0,21.0,38.0
6071,6.0,2021-02-02,58,LLY,197.6,5314600.0,0.87,0.0,0.0,-0.64,34149300.0,58.0,36.0,37.0
6070,7.0,2021-02-01,58,LLY,203.1,5383800.0,0.9,0.0,0.0,0.38,39463900.0,66.0,64.0,36.0
6069,8.0,2021-01-29,58,LLY,208.0,8401300.0,1.45,0.0,0.0,1.24,44847700.0,73.0,91.0,34.0
6068,9.0,2021-01-28,58,LLY,210.1,5460400.0,1.0,0.0,0.0,1.86,53249000.0,76.0,100.0,32.0
6067,10.0,2021-01-27,58,LLY,207.6,7358000.0,1.4,0.0,0.0,2.3,47788600.0,75.0,104.0,31.0
6179,1.0,2021-02-09,59,BMY,60.0,5486891.0,0.42,0.0,0.0,-0.49,28763409.0,36.0,-134.0,-100.0
6178,2.0,2021-02-08,59,BMY,60.2,18859200.0,1.38,0.0,0.0,-0.47,34250300.0,37.0,-141.0,-100.0
6177,3.0,2021-02-05,59,BMY,60.9,16245300.0,1.23,0.0,0.0,-0.43,53109500.0,40.0,-128.0,-100.0
6176,4.0,2021-02-04,59,BMY,61.6,15997000.0,1.24,0.0,0.0,-0.4,69354800.0,42.0,-97.0,-100.0
6175,5.0,2021-02-03,59,BMY,62.0,15115000.0,1.18,0.0,0.0,-0.39,85351800.0,44.0,-71.0,-93.0
6174,6.0,2021-02-02,59,BMY,62.9,16059700.0,1.28,0.0,0.0,-0.39,100466800.0,48.0,-20.0,-81.0
6173,7.0,2021-02-01,59,BMY,62.2,11240900.0,0.91,0.0,0.0,-0.45,84407100.0,44.0,-64.0,-85.0
6172,8.0,2021-01-29,59,BMY,61.4,16090300.0,1.31,0.0,0.0,-0.45,73166200.0,40.0,-81.0,-80.0
6171,9.0,2021-01-28,59,BMY,62.3,17514700.0,1.48,0.0,0.0,-0.34,89256500.0,44.0,-47.0,-48.0
6170,10.0,2021-01-27,59,BMY,62.0,13847700.0,1.23,0.0,0.0,-0.22,71741800.0,42.0,-44.0,-10.0
6282,1.0,2021-02-09,60,TXN,174.4,1118819.0,0.24,0.0,0.0,0.01,40816181.0,56.0,94.0,23.0
6281,2.0,2021-02-08,60,TXN,175.1,4597200.0,0.95,0.0,0.0,-0.12,41935000.0,57.0,85.0,23.0
6280,3.0,2021-02-05,60,TXN,169.9,4045000.0,0.83,0.0,0.0,-0.42,37337800.0,51.0,-26.0,27.0
6279,4.0,2021-02-04,60,TXN,172.0,3519800.0,0.71,0.0,0.0,-0.36,41382800.0,54.0,-7.0,26.0
6278,5.0,2021-02-03,60,TXN,168.6,5019200.0,1.0,0.0,0.0,-0.48,37863000.0,50.0,4.0,28.0
6277,6.0,2021-02-02,60,TXN,174.8,4861200.0,0.97,0.0,0.0,-0.3,42882200.0,59.0,89.0,24.0
6276,7.0,2021-02-01,60,TXN,172.5,5715600.0,1.14,0.0,0.0,-0.66,38021000.0,56.0,23.0,29.0
6275,8.0,2021-01-29,60,TXN,165.7,5969400.0,1.23,0.0,0.0,-0.97,32305400.0,47.0,-66.0,-2.0
6274,9.0,2021-01-28,60,TXN,169.2,6796600.0,1.45,0.0,0.0,-0.74,38274800.0,52.0,-12.0,15.0
6273,10.0,2021-01-27,60,TXN,162.9,10011200.0,2.25,0.0,0.0,-0.7,31478200.0,41.0,-76.0,6.0
6385,1.0,2021-02-09,61,CVX,90.3,3538824.0,0.38,0.0,0.0,-0.05,5256176.0,53.0,-6.0,9.0
6384,2.0,2021-02-08,61,CVX,91.5,9883700.0,1.02,0.0,0.0,-0.14,8795000.0,56.0,15.0,5.0
6383,3.0,2021-02-05,61,CVX,89.3,8016200.0,0.83,0.0,0.0,-0.39,-1088700.0,50.0,-36.0,-20.0
6382,4.0,2021-02-04,61,CVX,89.0,7917600.0,0.81,0.0,0.0,-0.53,-9104900.0,50.0,-56.0,-34.0
6381,5.0,2021-02-03,61,CVX,89.0,9256500.0,0.92,0.0,0.0,-0.68,-17022500.0,50.0,-72.0,-49.0
6380,6.0,2021-02-02,61,CVX,87.1,9233100.0,0.9,0.0,0.0,-0.87,-26279000.0,45.0,-100.0,-92.0
6379,7.0,2021-02-01,61,CVX,86.4,8073600.0,0.79,0.0,0.0,-0.91,-35512100.0,43.0,-126.0,-88.0
6378,8.0,2021-01-29,61,CVX,85.2,14691100.0,1.43,0.0,0.0,-0.86,-43585700.0,39.0,-128.0,-71.0
6377,9.0,2021-01-28,61,CVX,89.0,8155500.0,0.82,0.0,0.0,-0.58,-28894600.0,48.0,-36.0,-12.0
6376,10.0,2021-01-27,61,CVX,88.2,10178500.0,1.03,0.0,0.0,-0.51,-37050100.0,45.0,-45.0,-8.0
6488,1.0,2021-02-09,62,AMGN,235.5,732091.0,0.29,0.0,0.0,-2.11,-22019591.0,43.0,-83.0,-71.0
6487,2.0,2021-02-08,62,AMGN,237.6,2258200.0,0.85,0.0,0.0,-2.11,-21287500.0,46.0,-68.0,-55.0
6486,3.0,2021-02-05,62,AMGN,236.3,2421400.0,0.91,0.0,0.0,-2.19,-23545700.0,43.0,-76.0,-54.0
6485,4.0,2021-02-04,62,AMGN,237.2,2819700.0,1.06,0.0,0.0,-2.06,-21124300.0,45.0,-78.0,-32.0
6484,5.0,2021-02-03,62,AMGN,237.1,4479200.0,1.65,0.0,0.0,-1.82,-23944000.0,44.0,-75.0,-13.0
6483,6.0,2021-02-02,62,AMGN,240.5,2444200.0,0.93,0.0,0.0,-1.35,-19464800.0,49.0,-35.0,16.0
6482,7.0,2021-02-01,62,AMGN,240.4,2173500.0,0.82,0.0,0.0,-0.91,-21909000.0,49.0,-10.0,28.0
6481,8.0,2021-01-29,62,AMGN,241.4,3792800.0,1.44,0.0,0.0,-0.19,-19735500.0,50.0,2.0,46.0
6480,9.0,2021-01-28,62,AMGN,247.8,5205600.0,2.05,0.0,0.0,0.78,-15942700.0,59.0,101.0,41.0
6479,10.0,2021-01-27,62,AMGN,251.1,3237900.0,1.37,0.0,0.0,1.53,-10737100.0,64.0,97.0,36.0
6591,1.0,2021-02-09,63,LOW,178.4,862407.0,0.24,0.0,0.0,0.6,39937093.0,65.0,181.0,26.0
6590,2.0,2021-02-08,63,LOW,179.2,3421800.0,0.92,1.0,0.0,0.39,40799500.0,66.0,189.0,25.0
6589,3.0,2021-02-05,63,LOW,175.0,2562700.0,0.67,0.0,0.0,-0.07,37377700.0,62.0,116.0,29.0
6588,4.0,2021-02-04,63,LOW,173.0,2679800.0,0.69,0.0,0.0,-0.41,34815000.0,59.0,61.0,35.0
6587,5.0,2021-02-03,63,LOW,169.9,2996500.0,0.75,0.0,0.0,-0.75,32135200.0,55.0,-7.0,34.0
6586,6.0,2021-02-02,63,LOW,166.7,3181900.0,0.79,0.0,0.0,-0.94,29138700.0,49.0,-54.0,-6.0
6585,7.0,2021-02-01,63,LOW,163.4,3898500.0,0.92,0.0,0.0,-0.87,25956800.0,43.0,-68.0,-10.0
6584,8.0,2021-01-29,63,LOW,166.9,4398700.0,1.05,0.0,0.0,-0.39,29855300.0,49.0,4.0,41.0
6583,9.0,2021-01-28,63,LOW,172.3,3816600.0,0.93,0.0,0.0,0.01,34254000.0,62.0,54.0,42.0
6582,10.0,2021-01-27,63,LOW,167.7,4762700.0,1.16,0.0,0.0,0.06,30437400.0,52.0,24.0,43.0
6694,1.0,2021-02-09,64,JD,97.4,3273557.0,0.36,0.0,0.0,0.11,59068757.0,59.0,76.0,28.0
6693,2.0,2021-02-08,64,JD,94.6,5681600.0,0.61,0.0,0.0,-0.01,55795200.0,55.0,45.0,30.0
6692,3.0,2021-02-05,64,JD,96.6,5814100.0,0.6,0.0,0.0,0.06,61476800.0,59.0,81.0,28.0
6691,4.0,2021-02-04,64,JD,94.6,5336200.0,0.52,0.0,0.0,-0.06,55662700.0,56.0,60.0,30.0
6690,5.0,2021-02-03,64,JD,95.5,7328200.0,0.66,0.0,0.0,-0.09,60998900.0,57.0,99.0,29.0
6689,6.0,2021-02-02,64,JD,95.4,11522400.0,0.94,0.0,0.0,-0.23,53670700.0,57.0,87.0,33.0
6688,7.0,2021-02-01,64,JD,91.3,7452700.0,0.61,0.0,0.0,-0.47,42148300.0,52.0,-21.0,24.0
6687,8.0,2021-01-29,64,JD,88.7,10855300.0,0.89,0.0,0.0,-0.41,34695600.0,48.0,-42.0,17.0
6686,9.0,2021-01-28,64,JD,91.4,11254400.0,0.92,0.0,0.0,-0.04,45550900.0,52.0,-6.0,37.0
6685,10.0,2021-01-27,64,JD,90.1,16058200.0,1.32,0.0,0.0,0.23,34296500.0,50.0,10.0,34.0
6797,1.0,2021-02-09,65,SHOP,1442.0,1251293.0,1.17,1.0,0.0,24.16,8580993.0,74.0,281.0,19.0
6796,2.0,2021-02-08,65,SHOP,1345.1,1246600.0,1.17,1.0,0.0,15.38,7329700.0,68.0,245.0,19.0
6795,3.0,2021-02-05,65,SHOP,1287.8,1046100.0,0.98,1.0,0.0,9.67,6083100.0,64.0,201.0,19.0
6794,4.0,2021-02-04,65,SHOP,1260.9,1423700.0,1.31,0.0,0.0,5.35,5037000.0,62.0,183.0,18.0
6793,5.0,2021-02-03,65,SHOP,1224.2,1162900.0,1.08,0.0,0.0,0.55,3613300.0,58.0,110.0,18.0
6792,6.0,2021-02-02,65,SHOP,1235.3,1741800.0,1.63,0.0,0.0,-3.6,4776200.0,60.0,95.0,18.0
6791,7.0,2021-02-01,65,SHOP,1144.9,1083300.0,1.02,0.0,0.0,-11.23,3034400.0,50.0,-49.0,-33.0
6790,8.0,2021-01-29,65,SHOP,1098.6,1006100.0,0.96,0.0,0.0,-13.45,1951100.0,43.0,-107.0,-66.0
6789,9.0,2021-01-28,65,SHOP,1120.6,774400.0,0.75,0.0,0.0,-11.38,2957200.0,46.0,-93.0,-34.0
6788,10.0,2021-01-27,65,SHOP,1092.1,1610200.0,1.51,0.0,0.0,-9.65,2182800.0,41.0,-128.0,-20.0
6900,1.0,2021-02-09,66,UNP,204.5,478697.0,0.16,0.0,0.0,-0.21,8180897.0,48.0,-38.0,-100.0
6899,2.0,2021-02-08,66,UNP,204.1,1995400.0,0.64,0.0,0.0,-0.37,7702200.0,48.0,-42.0,-100.0
6898,3.0,2021-02-05,66,UNP,204.2,2097000.0,0.65,0.0,0.0,-0.55,9697600.0,48.0,-34.0,-100.0
6897,4.0,2021-02-04,66,UNP,204.4,2552100.0,0.8,0.0,0.0,-0.78,11794600.0,48.0,-41.0,-100.0
6896,5.0,2021-02-03,66,UNP,204.4,1731600.0,0.54,0.0,0.0,-1.1,9242500.0,48.0,-45.0,-100.0
6895,6.0,2021-02-02,66,UNP,205.9,3714100.0,1.15,0.0,0.0,-1.5,10974100.0,50.0,-49.0,-100.0
6894,7.0,2021-02-01,66,UNP,198.6,2228700.0,0.7,0.0,0.0,-2.17,7260000.0,41.0,-100.0,-100.0
6893,8.0,2021-01-29,66,UNP,197.5,3508000.0,1.12,0.0,0.0,-2.32,5031300.0,39.0,-119.0,-100.0
6892,9.0,2021-01-28,66,UNP,201.3,3406500.0,1.13,0.0,0.0,-2.26,8539300.0,43.0,-106.0,-100.0
6891,10.0,2021-01-27,66,UNP,194.3,3791000.0,1.29,0.0,1.0,-2.39,5132800.0,33.0,-172.0,-96.0
7003,1.0,2021-02-09,67,CHTR,625.5,285398.0,0.24,0.0,0.0,-0.55,5494198.0,49.0,-31.0,-100.0
7002,2.0,2021-02-08,67,CHTR,615.5,957800.0,0.79,0.0,0.0,-1.52,5208800.0,45.0,-67.0,-100.0
7001,3.0,2021-02-05,67,CHTR,617.7,799800.0,0.66,0.0,0.0,-1.84,6166600.0,46.0,-48.0,-100.0
